timestamp,qualities,letters
2023-08-18T12:00:00,resounding,dark,flowy,عظو
2023-08-18T12:05:00,rough,translucent,purple,شجخ2024-08-18T15:28:42.971201,"stench,bright,shallow","ק (Qof), י (Yod), ר (Resh)"
2024-08-18T15:30:56.629203,"Testing,something,cool","ת (Tav), ש (Shin), ג (Gimel)"
